SetID	P.value	N.Marker.All	N.Marker.Test	MAC	m	Method.bin	MAP	cases_cMAC	cases_cMAF	controls_cMAC	controls_cMAF	no_of_carriers	enrichment_ratio	P_regression	OR_noOfMutations	OR_L95	OR_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene351	0.235145833183736	10	9	35	25	ER.A	-1	19	0.006463	16	0.005229	25	1.236	0.574155419756601	1.164	0.685	1.98	0.152	0.271	1	525500	526500	protein_coding	+	info351	info351	NA
Gene215	0.237005767576751	10	9	36	23	ER.A	-1	24	0.008163	12	0.003922	23	2.081	0.178032158273709	1.436	0.848	2.432	0.362	0.269	1	321500	322500	protein_coding	+	info215	info215	NA
Gene747	0.23755620627536	10	10	25	18	ER.A	-1	10	0.003401	15	0.004902	18	0.694	0.5876048042291	0.854	0.482	1.513	-0.158	0.292	1	1119500	1120500	protein_coding	+	info747	info747	NA
Gene399	0.238095563116841	10	9	26	23	ER.A	-1	12	0.004082	14	0.004575	23	0.892	0.740609651914415	0.885	0.428	1.827	-0.122	0.37	1	597500	598500	protein_coding	+	info399	info399	NA
Gene1045	0.238352113115629	10	10	36	18	ER.A	-1	12	0.004082	24	0.007843	18	0.52	0.176566690546618	0.723	0.452	1.157	-0.324	0.24	1	1566500	1567500	protein_coding	+	info1045	info1045	NA
Gene345	0.239059811485969	10	10	30	18	ER.A	-1	9	0.003061	21	0.006863	18	0.446	0.134866616422518	0.636	0.352	1.151	-0.452	0.303	1	516500	517500	protein_coding	+	info345	info345	NA
Gene1021	0.240135970607766	10	10	42	21	MA	-1	28	0.009524	14	0.004575	21	2.082	0.183711721507774	1.315	0.878	1.969	0.274	0.206	1	1530500	1531500	protein_coding	+	info1021	info1021	NA
Gene1039	0.240544815512347	10	9	24	16	ER.A	-1	17	0.005782	7	0.002288	16	2.527	0.153578782183473	1.654	0.829	3.303	0.503	0.353	1	1557500	1558500	protein_coding	+	info1039	info1039	NA
Gene481	0.241614830339679	10	8	17	8	ER	0.00110505481405072	13	0.004422	4	0.001307	8	3.383	0.19001662245433	1.715	0.765	3.843	0.539	0.412	1	720500	721500	protein_coding	+	info481	info481	NA
Gene676	0.241686728049853	10	8	30	25	ER.A	-1	15	0.005102	15	0.004902	25	1.041	0.949974705886667	0.979	0.511	1.877	-0.021	0.332	1	1013000	1014000	non_coding	-	info676	info676	NA
Gene1062	0.242107713999604	10	10	32	21	ER.A	-1	10	0.003401	22	0.00719	21	0.473	0.157498737404579	0.652	0.36	1.18	-0.428	0.303	1	1592000	1593000	non_coding	-	info1062	info1062	NA
Gene317	0.243243230026098	10	8	30	17	ER.A	-1	16	0.005442	14	0.004575	17	1.19	0.668920250649438	1.109	0.691	1.779	0.103	0.241	1	474500	475500	protein_coding	+	info317	info317	NA
Gene348	0.244185750750507	10	9	19	12	ER	6.28421167755967e-05	5	0.001701	14	0.004575	12	0.372	0.180838324142131	0.582	0.263	1.286	-0.542	0.405	1	521000	522000	non_coding	-	info348	info348	NA
Gene696	0.244735890667568	10	10	46	23	MA	-1	15	0.005102	31	0.010131	23	0.504	0.167636676250509	0.745	0.491	1.132	-0.294	0.213	1	1043000	1044000	non_coding	-	info696	info696	NA
Gene1224	0.246316987708386	10	6	20	13	ER	2.74040474707289e-05	13	0.004422	7	0.002288	13	1.933	0.225643301354804	1.566	0.758	3.233	0.448	0.37	1	1835000	1836000	non_coding	-	info1224	info1224	NA
Gene85	0.24660894125781	10	9	28	23	ER.A	-1	17	0.005782	11	0.003595	23	1.608	0.190513982487726	1.592	0.793	3.196	0.465	0.355	1	126500	127500	protein_coding	+	info85	info85	NA
Gene77	0.248109936338294	10	9	35	23	ER.A	-1	22	0.007483	13	0.004248	23	1.762	0.169489940516113	1.442	0.856	2.429	0.366	0.266	1	114500	115500	protein_coding	+	info77	info77	NA
Gene254	0.2482621299099	10	7	28	8	ER.A	-1	8	0.002721	20	0.006536	8	0.416	0.338359424751569	0.816	0.537	1.238	-0.204	0.213	1	380000	381000	non_coding	-	info254	info254	NA
Gene47	0.248356217090583	10	10	29	26	ER.A	-1	10	0.003401	19	0.006209	26	0.548	0.158421613813533	0.587	0.28	1.231	-0.533	0.378	1	69500	70500	protein_coding	+	info47	info47	NA
Gene928	0.248384369734767	10	10	31	13	ER.A	-1	18	0.006122	13	0.004248	13	1.441	0.565641008871706	1.131	0.744	1.718	0.123	0.214	1	1391000	1392000	non_coding	-	info928	info928	NA
Gene1066	0.24905706178136	10	8	33	29	ER.A	-1	15	0.005102	18	0.005882	29	0.867	0.775735620226389	0.914	0.491	1.699	-0.09	0.317	1	1598000	1599000	non_coding	-	info1066	info1066	NA
Gene1012	0.249091580504996	10	7	20	17	ER	1.34970257167414e-06	6	0.002041	14	0.004575	17	0.446	0.134098446256183	0.507	0.208	1.233	-0.679	0.453	1	1517000	1518000	non_coding	-	info1012	info1012	NA
Gene303	0.250467920252448	10	4	9	7	ER	0.00334453737934199	7	0.002381	2	0.000654	7	3.641	0.222936849819449	2.455	0.579	10.41	0.898	0.737	1	453500	454500	protein_coding	+	info303	info303	NA
Gene555	0.250815070662335	10	5	22	13	ER.A	-1	9	0.003061	13	0.004248	13	0.721	0.534073532689351	0.814	0.425	1.558	-0.206	0.331	1	831500	832500	protein_coding	+	info555	info555	NA
Gene29	0.251134175217173	10	8	30	24	ER.A	-1	12	0.004082	18	0.005882	24	0.694	0.387052363692465	0.751	0.393	1.436	-0.286	0.331	1	42500	43500	protein_coding	+	info29	info29	NA
Gene63	0.254567027377503	10	7	25	18	ER.A	-1	13	0.004422	12	0.003922	18	1.127	0.774622669825566	1.097	0.581	2.073	0.093	0.324	1	93500	94500	protein_coding	+	info63	info63	NA
Gene368	0.255067609955859	10	10	34	30	ER.A	-1	18	0.006122	16	0.005229	30	1.171	0.669693839331176	1.146	0.613	2.143	0.136	0.319	1	551000	552000	non_coding	-	info368	info368	NA
Gene804	0.255352909276172	10	10	27	16	ER.A	-1	7	0.002381	20	0.006536	16	0.364	0.179726059304269	0.622	0.311	1.245	-0.475	0.354	1	1205000	1206000	non_coding	-	info804	info804	NA
Gene1051	0.255622628853818	10	9	23	15	ER.A	-1	16	0.005442	7	0.002288	15	2.378	0.195152643593999	1.593	0.788	3.222	0.466	0.359	1	1575500	1576500	protein_coding	+	info1051	info1051	NA
Gene380	0.25686998700372	10	8	21	16	ER.A	-1	13	0.004422	8	0.002614	16	1.692	0.361798083784804	1.415	0.671	2.981	0.347	0.38	1	569000	570000	non_coding	-	info380	info380	NA
Gene231	0.256910160756763	10	9	28	19	ER.A	-1	15	0.005102	13	0.004248	19	1.201	0.605611341130445	1.173	0.64	2.148	0.159	0.309	1	345500	346500	protein_coding	+	info231	info231	NA
Gene1022	0.257327347939418	10	10	35	21	ER.A	-1	21	0.007143	14	0.004575	21	1.561	0.341767834820696	1.275	0.773	2.104	0.243	0.256	1	1532000	1533000	non_coding	-	info1022	info1022	NA
Gene945	0.258259819714875	10	9	43	31	MA	-1	23	0.007823	20	0.006536	31	1.197	0.587184518014317	1.144	0.703	1.862	0.135	0.248	1	1416500	1417500	protein_coding	+	info945	info945	NA
Gene1090	0.258668932037166	10	9	30	17	ER.A	-1	20	0.006803	10	0.003268	17	2.082	0.202037592214391	1.42	0.829	2.434	0.351	0.275	1	1634000	1635000	non_coding	-	info1090	info1090	NA
Gene745	0.259718087680742	10	7	20	17	ER	1.66004964571827e-06	10	0.003401	10	0.003268	17	1.041	0.970714050686812	0.985	0.445	2.183	-0.015	0.406	1	1116500	1117500	protein_coding	+	info745	info745	NA
Gene583	0.260679403095883	10	9	27	18	ER.A	-1	18	0.006122	9	0.002941	18	2.082	0.163696684126752	1.586	0.829	3.034	0.461	0.331	1	873500	874500	protein_coding	+	info583	info583	NA
Gene970	0.260777058058543	10	7	18	17	ER	1.55945427601976e-06	6	0.002041	12	0.003922	17	0.52	0.18961325982662	0.521	0.197	1.38	-0.652	0.497	1	1454000	1455000	non_coding	-	info970	info970	NA
Gene938	0.261482673106162	10	10	39	21	ER.A	-1	13	0.004422	26	0.008497	21	0.52	0.184854811561658	0.724	0.45	1.167	-0.322	0.243	1	1406000	1407000	non_coding	-	info938	info938	NA
Gene539	0.26155148012193	10	8	27	21	ER.A	-1	12	0.004082	15	0.004902	21	0.833	0.561872620554298	0.83	0.443	1.557	-0.186	0.321	1	807500	808500	protein_coding	+	info539	info539	NA
Gene473	0.262471892060105	10	8	27	20	ER.A	-1	11	0.003741	16	0.005229	20	0.715	0.539328660579384	0.815	0.423	1.567	-0.205	0.334	1	708500	709500	protein_coding	+	info473	info473	NA
Gene37	0.263069229593157	10	10	28	21	ER.A	-1	18	0.006122	10	0.003268	21	1.873	0.150468297211529	1.638	0.836	3.212	0.494	0.343	1	54500	55500	protein_coding	+	info37	info37	NA
Gene1002	0.265483632104515	10	10	39	15	ER.A	-1	27	0.009184	12	0.003922	15	2.342	0.197505456609209	1.282	0.879	1.87	0.248	0.193	1	1502000	1503000	non_coding	-	info1002	info1002	NA
Gene128	0.26582662046618	10	7	28	24	ER.A	-1	11	0.003741	17	0.005556	24	0.673	0.383440786706582	0.731	0.362	1.478	-0.313	0.359	1	191000	192000	non_coding	-	info128	info128	NA
Gene237	0.265836776250774	10	10	39	30	ER.A	-1	14	0.004762	25	0.00817	30	0.583	0.151860162866085	0.659	0.373	1.166	-0.417	0.291	1	354500	355500	protein_coding	+	info237	info237	NA
Gene42	0.267285803336689	10	8	27	18	ER.A	-1	16	0.005442	11	0.003595	18	1.514	0.449686790727951	1.248	0.703	2.215	0.221	0.293	1	62000	63000	non_coding	-	info42	info42	NA
Gene297	0.26786449899223	10	10	37	24	ER.A	-1	21	0.007143	16	0.005229	24	1.366	0.498305284924366	1.18	0.73	1.907	0.166	0.245	1	444500	445500	protein_coding	+	info297	info297	NA
Gene1107	0.268302328291814	10	7	27	20	ER.A	-1	11	0.003741	16	0.005229	20	0.715	0.597782636372137	0.847	0.458	1.568	-0.166	0.314	1	1659500	1660500	protein_coding	+	info1107	info1107	NA
Gene1217	0.268623812133223	10	7	34	22	ER.A	-1	21	0.007143	13	0.004248	22	1.681	0.215447858517012	1.428	0.813	2.508	0.356	0.287	1	1824500	1825500	protein_coding	+	info1217	info1217	NA
Gene1006	0.268875933940896	10	8	22	19	ER.A	-1	7	0.002381	15	0.004902	19	0.486	0.203705502107627	0.581	0.252	1.342	-0.543	0.427	1	1508000	1509000	non_coding	-	info1006	info1006	NA
Gene1166	0.269995302171023	10	10	31	20	ER.A	-1	10	0.003401	21	0.006863	20	0.496	0.166790204650278	0.657	0.363	1.191	-0.419	0.303	1	1748000	1749000	non_coding	-	info1166	info1166	NA
Gene836	0.271591504140846	10	7	29	18	ER.A	-1	9	0.003061	20	0.006536	18	0.468	0.161735819940947	0.642	0.345	1.194	-0.443	0.317	1	1253000	1254000	non_coding	-	info836	info836	NA
Gene703	0.274525040772687	10	9	31	23	ER.A	-1	11	0.003741	20	0.006536	23	0.572	0.17384967030026	0.641	0.338	1.216	-0.444	0.327	1	1053500	1054500	protein_coding	+	info703	info703	NA
Gene1238	0.27474990598033	10	10	29	22	ER.A	-1	19	0.006463	10	0.003268	22	1.978	0.170532650011616	1.562	0.825	2.955	0.446	0.325	1	1856000	1857000	non_coding	-	info1238	info1238	NA
Gene243	0.275104423479624	10	6	15	11	ER	0.000115990664485096	5	0.001701	10	0.003268	11	0.521	0.366864779048009	0.66	0.268	1.627	-0.415	0.46	1	363500	364500	protein_coding	+	info243	info243	NA
Gene1278	0.275593972543799	10	10	38	22	ER.A	-1	15	0.005102	23	0.007516	22	0.679	0.333780074603087	0.798	0.505	1.261	-0.226	0.233	1	1916000	1917000	non_coding	-	info1278	info1278	NA
Gene126	0.277684489318009	10	10	50	21	MA	-1	33	0.011224	17	0.005556	21	2.02	0.214430836745201	1.22	0.891	1.671	0.199	0.16	1	188000	189000	non_coding	-	info126	info126	NA
Gene1167	0.278987002167577	10	7	27	27	ER.A	-1	11	0.003741	16	0.005229	27	0.715	0.380129673946413	0.695	0.309	1.565	-0.363	0.414	1	1749500	1750500	protein_coding	+	info1167	info1167	NA
Gene451	0.280549567630129	10	10	42	37	MA	-1	16	0.005442	26	0.008497	37	0.64	0.184188165891122	0.669	0.37	1.211	-0.402	0.302	1	675500	676500	protein_coding	+	info451	info451	NA
Gene1134	0.280734807591015	10	7	27	17	ER.A	-1	15	0.005102	12	0.003922	17	1.301	0.652304617581323	1.147	0.631	2.087	0.137	0.305	1	1700000	1701000	non_coding	-	info1134	info1134	NA
Gene986	0.280966633994591	10	10	35	22	ER.A	-1	13	0.004422	22	0.00719	22	0.615	0.288355312772972	0.744	0.432	1.284	-0.295	0.278	1	1478000	1479000	non_coding	-	info986	info986	NA
Gene150	0.282800978559028	10	10	35	21	ER.A	-1	22	0.007483	13	0.004248	21	1.762	0.205079909681833	1.373	0.841	2.243	0.317	0.25	1	224000	225000	non_coding	-	info150	info150	NA
Gene590	0.282837793159297	10	10	35	22	ER.A	-1	12	0.004082	23	0.007516	22	0.543	0.220848945254716	0.722	0.429	1.216	-0.326	0.266	1	884000	885000	non_coding	-	info590	info590	NA
Gene363	0.283056794554713	10	10	28	14	ER.A	-1	10	0.003401	18	0.005882	14	0.578	0.432771215439188	0.825	0.509	1.335	-0.193	0.246	1	543500	544500	protein_coding	+	info363	info363	NA
Gene765	0.283084354166296	10	8	33	21	ER.A	-1	21	0.007143	12	0.003922	21	1.821	0.204821728489382	1.415	0.828	2.418	0.347	0.274	1	1146500	1147500	protein_coding	+	info765	info765	NA
Gene879	0.283783636926959	10	10	36	28	ER.A	-1	22	0.007483	14	0.004575	28	1.636	0.188702507355658	1.487	0.823	2.687	0.397	0.302	1	1317500	1318500	protein_coding	+	info879	info879	NA
Gene841	0.28383074482426	10	9	41	29	MA	-1	27	0.009184	14	0.004575	29	2.007	0.179330742953083	1.425	0.85	2.389	0.354	0.264	1	1260500	1261500	protein_coding	+	info841	info841	NA
Gene478	0.28402149238292	10	8	23	16	ER.A	-1	11	0.003741	12	0.003922	16	0.954	0.859499353481913	0.949	0.531	1.695	-0.052	0.296	1	716000	717000	non_coding	-	info478	info478	NA
Gene901	0.284928546541237	10	10	39	26	ER.A	-1	17	0.005782	22	0.00719	26	0.804	0.605826219149135	0.882	0.548	1.42	-0.125	0.243	1	1350500	1351500	protein_coding	+	info901	info901	NA
Gene872	0.286113890329311	10	9	35	25	ER.A	-1	22	0.007483	13	0.004248	25	1.762	0.172373851764003	1.471	0.845	2.559	0.386	0.283	1	1307000	1308000	non_coding	-	info872	info872	NA
Gene274	0.288187051795822	10	9	35	22	ER.A	-1	22	0.007483	13	0.004248	22	1.762	0.218320220477075	1.382	0.826	2.312	0.323	0.263	1	410000	411000	non_coding	-	info274	info274	NA
Gene1314	0.29007991015717	10	10	28	16	ER.A	-1	19	0.006463	9	0.002941	16	2.198	0.182609436264436	1.447	0.84	2.491	0.369	0.277	1	1970000	1971000	non_coding	-	info1314	info1314	NA
Gene457	0.290242196289476	10	9	40	20	ER.A	-1	25	0.008503	15	0.004902	20	1.735	0.278860804425918	1.268	0.825	1.95	0.238	0.219	1	684500	685500	protein_coding	+	info457	info457	NA
Gene1079	0.290674292175722	10	9	47	33	MA	-1	29	0.009864	18	0.005882	33	1.677	0.196645242648197	1.37	0.849	2.211	0.315	0.244	1	1617500	1618500	protein_coding	+	info1079	info1079	NA
Gene216	0.291673354357954	10	10	40	25	ER.A	-1	26	0.008844	14	0.004575	25	1.933	0.215083418470908	1.332	0.846	2.097	0.287	0.231	1	323000	324000	non_coding	-	info216	info216	NA
Gene291	0.291905305971505	10	6	14	8	ER	0.00176434283940874	11	0.003741	3	0.00098	8	3.817	0.186341730293225	1.946	0.725	5.227	0.666	0.504	1	435500	436500	protein_coding	+	info291	info291	NA
Gene557	0.292640784982191	10	9	38	33	ER.A	-1	23	0.007823	15	0.004902	33	1.596	0.195621808244942	1.51	0.809	2.818	0.412	0.318	1	834500	835500	protein_coding	+	info557	info557	NA
Gene1137	0.292650417833741	10	9	32	27	ER.A	-1	11	0.003741	21	0.006863	27	0.545	0.155944706553549	0.61	0.308	1.208	-0.495	0.349	1	1704500	1705500	protein_coding	+	info1137	info1137	NA
Gene926	0.293958317275517	10	8	18	15	ER	7.54181357457319e-06	6	0.002041	12	0.003922	15	0.52	0.245391368480199	0.587	0.239	1.443	-0.533	0.459	1	1388000	1389000	non_coding	-	info926	info926	NA
Gene996	0.294028818265471	10	8	37	31	ER.A	-1	14	0.004762	23	0.007516	31	0.634	0.185754371984768	0.664	0.362	1.218	-0.41	0.31	1	1493000	1494000	non_coding	-	info996	info996	NA
Gene684	0.295516015564279	10	10	28	15	ER.A	-1	13	0.004422	15	0.004902	15	0.902	0.86109949528885	0.96	0.609	1.515	-0.041	0.233	1	1025000	1026000	non_coding	-	info684	info684	NA
Gene352	0.297153149896085	10	5	18	17	ER	1.70969715927041e-06	11	0.003741	7	0.002288	17	1.635	0.330654595689542	1.595	0.623	4.088	0.467	0.48	1	527000	528000	non_coding	-	info352	info352	NA
Gene647	0.297700684423098	10	9	29	23	ER.A	-1	19	0.006463	10	0.003268	23	1.978	0.180918557131647	1.602	0.803	3.196	0.471	0.352	1	969500	970500	protein_coding	+	info647	info647	NA
Gene997	0.298349011123233	10	8	23	14	ER.A	-1	12	0.004082	11	0.003595	14	1.135	0.798261473350391	1.08	0.6	1.943	0.077	0.3	1	1494500	1495500	protein_coding	+	info997	info997	NA
Gene393	0.298377477055286	10	10	43	17	MA	-1	14	0.004762	29	0.009477	17	0.502	0.268055884392843	0.84	0.616	1.144	-0.175	0.158	1	588500	589500	protein_coding	+	info393	info393	NA
Gene1037	0.300534960867097	10	7	18	9	ER	0.000599846937386915	13	0.004422	5	0.001634	9	2.706	0.192879307418826	1.637	0.78	3.437	0.493	0.378	1	1554500	1555500	protein_coding	+	info1037	info1037	NA
Gene27	0.300975924402441	10	9	36	24	ER.A	-1	12	0.004082	24	0.007843	24	0.52	0.188002306265459	0.702	0.414	1.189	-0.355	0.269	1	39500	40500	protein_coding	+	info27	info27	NA
Gene227	0.30126982423145	10	9	19	18	ER	6.8307402701813e-07	10	0.003401	9	0.002941	18	1.156	0.733055294226186	1.167	0.481	2.833	0.154	0.452	1	339500	340500	protein_coding	+	info227	info227	NA
Gene885	0.301768080645821	10	10	39	22	ER.A	-1	13	0.004422	26	0.008497	22	0.52	0.176739179354557	0.722	0.45	1.158	-0.325	0.241	1	1326500	1327500	protein_coding	+	info885	info885	NA
Gene304	0.303732688994679	10	10	23	12	ER.A	-1	17	0.005782	6	0.001961	12	2.948	0.1800277329088	1.608	0.803	3.219	0.475	0.354	1	455000	456000	non_coding	-	info304	info304	NA
Gene503	0.304104820728583	10	9	29	12	ER.A	-1	9	0.003061	20	0.006536	12	0.468	0.265915732079553	0.764	0.475	1.228	-0.269	0.242	1	753500	754500	protein_coding	+	info503	info503	NA
Gene642	0.305013690198572	10	7	30	17	ER.A	-1	19	0.006463	11	0.003595	17	1.798	0.213698473143803	1.398	0.825	2.369	0.335	0.269	1	962000	963000	non_coding	-	info642	info642	NA
Gene1215	0.306933393857541	10	7	21	13	ER.A	-1	15	0.005102	6	0.001961	13	2.602	0.164925765862116	1.682	0.807	3.506	0.52	0.375	1	1821500	1822500	protein_coding	+	info1215	info1215	NA
Gene674	0.308274991886552	10	10	18	8	ER	0.00121812392558043	7	0.002381	11	0.003595	8	0.662	0.721893229637918	0.908	0.534	1.544	-0.096	0.271	1	1010000	1011000	non_coding	-	info674	info674	NA
Gene226	0.311257962631305	10	10	33	16	ER.A	-1	17	0.005782	16	0.005229	16	1.106	0.814945142922793	1.056	0.67	1.663	0.054	0.232	1	338000	339000	non_coding	-	info226	info226	NA
Gene584	0.311733361687793	10	10	39	24	ER.A	-1	25	0.008503	14	0.004575	24	1.859	0.168724692507873	1.41	0.864	2.301	0.344	0.25	1	875000	876000	non_coding	-	info584	info584	NA
Gene931	0.31205196516653	10	10	29	15	ER.A	-1	21	0.007143	8	0.002614	15	2.733	0.241762620300194	1.367	0.81	2.306	0.312	0.267	1	1395500	1396500	protein_coding	+	info931	info931	NA
Gene779	0.312747597041738	10	8	39	23	ER.A	-1	24	0.008163	15	0.004902	23	1.665	0.23185823614806	1.306	0.843	2.023	0.267	0.223	1	1167500	1168500	protein_coding	+	info779	info779	NA
Gene108	0.315343098557455	10	9	38	15	ER.A	-1	25	0.008503	13	0.004248	15	2.002	0.241285311211998	1.262	0.855	1.864	0.233	0.199	1	161000	162000	non_coding	-	info108	info108	NA
Gene1142	0.315391937934854	10	10	28	14	ER.A	-1	13	0.004422	15	0.004902	14	0.902	0.930618975606215	0.977	0.575	1.66	-0.024	0.271	1	1712000	1713000	non_coding	-	info1142	info1142	NA
Gene866	0.315503212903168	10	9	35	28	ER.A	-1	15	0.005102	20	0.006536	28	0.781	0.490875345745688	0.81	0.445	1.474	-0.21	0.305	1	1298000	1299000	non_coding	-	info866	info866	NA
Gene40	0.315833926403746	10	6	24	14	ER.A	-1	11	0.003741	13	0.004248	14	0.881	0.758732205223024	0.914	0.515	1.623	-0.09	0.293	1	59000	60000	non_coding	-	info40	info40	NA
Gene654	0.316868277777937	10	10	47	20	MA	-1	30	0.010204	17	0.005556	20	1.837	0.248817164107911	1.228	0.866	1.743	0.206	0.178	1	980000	981000	non_coding	-	info654	info654	NA
Gene936	0.317244834967625	10	10	39	24	ER.A	-1	14	0.004762	25	0.00817	24	0.583	0.212820326871017	0.727	0.441	1.2	-0.318	0.255	1	1403000	1404000	non_coding	-	info936	info936	NA
Gene69	0.317822189252126	10	10	34	18	ER.A	-1	11	0.003741	23	0.007516	18	0.498	0.212519817143392	0.731	0.447	1.196	-0.313	0.251	1	102500	103500	protein_coding	+	info69	info69	NA
Gene949	0.318758279418149	10	7	27	11	ER.A	-1	8	0.002721	19	0.006209	11	0.438	0.233283726861715	0.733	0.44	1.221	-0.31	0.26	1	1422500	1423500	protein_coding	+	info949	info949	NA
Gene139	0.319603626056479	10	9	38	25	ER.A	-1	13	0.004422	25	0.00817	25	0.541	0.228041423982564	0.741	0.455	1.206	-0.3	0.249	1	207500	208500	protein_coding	+	info139	info139	NA
Gene420	0.319804919711905	10	10	50	32	MA	-1	20	0.006803	30	0.009804	32	0.694	0.387386397778828	0.841	0.568	1.246	-0.173	0.201	1	629000	630000	non_coding	-	info420	info420	NA
Gene634	0.32126002968456	10	7	28	20	ER.A	-1	18	0.006122	10	0.003268	20	1.873	0.18170119361973	1.56	0.812	2.997	0.445	0.333	1	950000	951000	non_coding	-	info634	info634	NA
Gene242	0.321312130162387	10	9	40	33	ER.A	-1	15	0.005102	25	0.00817	33	0.624	0.182733813081875	0.67	0.372	1.207	-0.4	0.3	1	362000	363000	non_coding	-	info242	info242	NA
Gene612	0.321492633480399	10	10	35	20	ER.A	-1	15	0.005102	20	0.006536	20	0.781	0.504978374071967	0.844	0.512	1.39	-0.17	0.255	1	917000	918000	non_coding	-	info612	info612	NA
Gene962	0.323003678296532	10	10	31	18	ER.A	-1	20	0.006803	11	0.003595	18	1.892	0.182754774749803	1.445	0.841	2.484	0.368	0.276	1	1442000	1443000	non_coding	-	info962	info962	NA
Gene535	0.323650983879932	10	9	23	17	ER.A	-1	14	0.004762	9	0.002941	17	1.619	0.36724009189512	1.37	0.691	2.716	0.315	0.349	1	801500	802500	protein_coding	+	info535	info535	NA
Gene1115	0.324413117241865	10	4	9	9	ER	0.000812454384900878	3	0.00102	6	0.001961	9	0.52	0.317729581353065	0.486	0.118	2.002	-0.722	0.723	1	1671500	1672500	protein_coding	+	info1115	info1115	NA
Gene165	0.324523858653888	10	10	24	22	ER.A	-1	15	0.005102	9	0.002941	22	1.735	0.202132206209693	1.693	0.754	3.802	0.527	0.413	1	246500	247500	protein_coding	+	info165	info165	NA
Gene53	0.325032299572895	10	8	19	11	ER	0.000172673386965685	10	0.003401	9	0.002941	11	1.156	0.812216973947307	1.081	0.569	2.052	0.078	0.327	1	78500	79500	protein_coding	+	info53	info53	NA
Gene377	0.326263877696999	10	9	28	17	ER.A	-1	16	0.005442	12	0.003922	17	1.388	0.447985604522207	1.216	0.734	2.013	0.195	0.257	1	564500	565500	protein_coding	+	info377	info377	NA
Gene184	0.327263393968134	10	10	34	20	ER.A	-1	11	0.003741	23	0.007516	20	0.498	0.222896776572574	0.723	0.429	1.218	-0.324	0.266	1	275000	276000	non_coding	-	info184	info184	NA
Gene1312	0.327977033341298	10	9	38	17	ER.A	-1	20	0.006803	18	0.005882	17	1.157	0.781594804739753	1.051	0.738	1.497	0.05	0.18	1	1967000	1968000	non_coding	-	info1312	info1312	NA
Gene1169	0.328534850770834	10	10	30	20	ER.A	-1	10	0.003401	20	0.006536	20	0.52	0.271379886307079	0.73	0.417	1.279	-0.315	0.286	1	1752500	1753500	protein_coding	+	info1169	info1169	NA
Gene635	0.328889810872542	10	7	35	17	ER.A	-1	17	0.005782	18	0.005882	17	0.983	0.929651392097335	0.983	0.666	1.45	-0.018	0.198	1	951500	952500	protein_coding	+	info635	info635	NA
Gene1131	0.328903212419697	10	9	31	21	ER.A	-1	11	0.003741	20	0.006536	21	0.572	0.234669050555243	0.704	0.394	1.256	-0.351	0.296	1	1695500	1696500	protein_coding	+	info1131	info1131	NA
Gene817	0.329377198667834	10	10	26	15	ER.A	-1	8	0.002721	18	0.005882	15	0.463	0.242455931794833	0.691	0.371	1.285	-0.37	0.317	1	1224500	1225500	protein_coding	+	info817	info817	NA
Gene471	0.330701832104797	10	10	47	31	MA	-1	29	0.009864	18	0.005882	31	1.677	0.208567418828193	1.354	0.844	2.17	0.303	0.241	1	705500	706500	protein_coding	+	info471	info471	NA
Gene712	0.330755115248326	10	10	33	29	ER.A	-1	14	0.004762	19	0.006209	29	0.767	0.603820469873595	0.84	0.435	1.623	-0.174	0.336	1	1067000	1068000	non_coding	-	info712	info712	NA
Gene1322	0.332639371644365	10	9	18	11	ER	0.000155986833076721	10	0.003401	8	0.002614	11	1.301	0.78978731164994	1.078	0.62	1.874	0.075	0.282	1	1982000	1983000	non_coding	-	info1322	info1322	NA
Gene542	0.333090897285272	10	6	18	17	ER	1.92666377644931e-06	9	0.003061	9	0.002941	17	1.041	0.969525374849297	1.018	0.409	2.535	0.018	0.465	1	812000	813000	non_coding	-	info542	info542	NA
Gene247	0.334842594952488	10	10	44	21	MA	-1	20	0.006803	24	0.007843	21	0.867	0.776928667399741	0.952	0.68	1.334	-0.049	0.172	1	369500	370500	protein_coding	+	info247	info247	NA
Gene131	0.335809253810394	10	8	41	27	MA	-1	15	0.005102	26	0.008497	27	0.6	0.219961958506266	0.735	0.449	1.202	-0.308	0.251	1	195500	196500	protein_coding	+	info131	info131	NA
Gene338	0.336647877735923	10	8	30	18	ER.A	-1	11	0.003741	19	0.006209	18	0.603	0.253203845689592	0.715	0.402	1.271	-0.336	0.294	1	506000	507000	non_coding	-	info338	info338	NA
Gene1234	0.33861749305694	10	10	28	16	ER.A	-1	14	0.004762	14	0.004575	16	1.041	0.783254794761419	1.074	0.647	1.781	0.071	0.258	1	1850000	1851000	non_coding	-	info1234	info1234	NA
Gene651	0.340674256928267	10	8	23	20	ER.A	-1	8	0.002721	15	0.004902	20	0.555	0.219408280644629	0.604	0.271	1.35	-0.503	0.41	1	975500	976500	protein_coding	+	info651	info651	NA
Gene68	0.340842819378137	10	9	28	24	ER.A	-1	10	0.003401	18	0.005882	24	0.578	0.184687790423274	0.61	0.294	1.266	-0.494	0.372	1	101000	102000	non_coding	-	info68	info68	NA
